"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"u.hats.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"s.hats.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"w.hats.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"stick"	5	-0.357680822070688	0.0445021014311351	-0.359008182638354	0.988137201466479	-0.36515	-0.3658	-0.36927	-0.34512	-0.3497	0.99603	0.04931	51.90127	-3.36192	-0.329642011453866	-0.3142	-0.35774	-0.33477	-0.32013	-0.32137	-0.49571	0.95675	-42.99131	-9.43707	-0.669009897957961	-0.67652	-0.6702	-0.68465	-0.6487	-0.66497	0.65971	0.45635	-19.30228	-87.49084
"stick"	5	-0.470544730988331	0.1284633516334	-0.535841831625484	0.832604333010834	-0.46024	-0.55454	-0.58576	-0.55485	-0.52382	0.98771	0.14554	17.26869	-9.5747	-0.0902689522062783	-0.02178	-0.0766	-0.07602	-0.13738	-0.13957	-1.677	2.14821	-68.87441	-1.10012	-1.08717438847946	-0.99999	-1.10407	-1.12469	-1.13346	-1.07367	0.48377	0.94336	-42.54008	-67.45969
"stick"	5	-0.336562516656704	0.219003793667071	-0.355229740420824	0.897645571746348	-0.27035	-0.42222	-0.36536	-0.38688	-0.33134	0.9222	0.20963	5.59175	-3.23937	-0.157691688788247	-0.05133	-0.18418	-0.18731	-0.19696	-0.16868	-1.0225	1.06878	-46.53456	-16.44216	-0.613662836191322	-0.51814	-0.70375	-0.60239	-0.67615	-0.56789	0.56333	0.49661	-22.00788	-15.90738
"stick"	5	-0.328750935045537	0.138968712359201	-0.31858220607902	1.03726275921653	-0.36745	-0.27208	-0.32737	-0.29033	-0.33567	0.97655	0.10476	27.78957	-5.96383	-0.262585972268682	-0.36556	-0.15215	-0.36441	-0.20032	-0.23049	-0.57152	0.85761	-39.49077	-8.78416	-0.584824528323456	-0.65178	-0.53393	-0.57845	-0.542	-0.61796	0.68826	0.38197	-13.60889	-38.02751
"stick"	5	-0.267138233210426	0.152009601064492	-0.330219965151507	0.79364112576033	-0.24172	-0.35266	-0.35863	-0.38551	-0.31258	0.91519	0.15559	15.13162	-14.04382	-0.404724587255839	-0.24723	-0.48348	-0.37949	-0.54637	-0.36704	0.30592	0.44509	-18.50243	-3.73131	-0.450467854177817	-0.38738	-0.47319	-0.47811	-0.4868	-0.42686	0.68854	0.29815	-5.68147	-5.03535
"stick"	5	-0.356215407443233	0.0301323820021935	-0.387082561907174	0.890515865539356	-0.38066	-0.37822	-0.39002	-0.39678	-0.38973	0.99757	0.03872	59.63874	-10.53687	-0.319408224178602	-0.30945	-0.30294	-0.31956	-0.33251	-0.33259	-0.49318	0.96027	-43.10874	-10.5882	-0.671967606331594	-0.66706	-0.66589	-0.67798	-0.68123	-0.66768	0.6478	0.46637	-19.9972	-110.38688
"stick"	5	-0.30700371050043	0.169797200476751	-0.210882720621199	1.57128671648173	-0.19343	-0.25943	-0.19777	-0.19173	-0.21205	0.91816	0.1663	13.00103	-4.1943	-0.303657145113111	-0.18391	-0.36051	-0.22996	-0.34061	-0.4033	-0.31125	0.66566	-31.38299	-6.44098	-0.493480559041868	-0.4848	-0.58615	-0.46584	-0.4416	-0.48901	0.75329	0.28874	-4.65453	-9.5031
"stick"	5	-0.37415299937129	0.225522172695491	-0.226985725594298	1.92032009462286	-0.23818	-0.23851	-0.22924	-0.20981	-0.21919	0.91927	0.22118	3.87471	-6.10145	-0.20997947174355	-0.286	-0.26257	-0.01929	-0.15482	-0.32722	-1.31741	1.18503	-49.8387	-3.94355	-0.65790673991913	-0.66947	-0.71068	-0.67893	-0.60952	-0.62093	0.7601	0.38128	-13.55125	-3.83636
"stick"	5	-0.150405228254385	0.181172499782406	-0.432937383366953	0.276226213742588	-0.20091	-0.34227	-0.45381	-0.63642	-0.53128	0.66578	0.20082	6.96426	-13.5799	-0.306707928335876	-0.23742	-0.21961	-0.37768	-0.44124	-0.25758	0.27521	0.29574	-5.42128	-21.12574	-0.241741414340435	-0.16242	-0.19503	-0.29347	-0.31872	-0.23906	0.36265	0.27733	-3.36427	-5.31219
"stick"	5	-0.164421327924356	0.17128290043911	-0.127880751437027	1.27965505943947	-0.17199	-0.05799	-0.19686	-0.11366	-0.0989	0.6005	0.20024	7.05779	-15.95042	-0.202304810326	-0.24267	-0.13316	-0.25596	-0.22545	-0.15428	0.41948	0.24138	1.07854	-10.03179	-0.207668975177903	-0.28096	-0.10784	-0.3118	-0.18661	-0.15113	0.56027	0.21008	5.52275	-11.84318
"stick"	5	-0.293665082973894	0.0869997668778524	-0.314528847824831	0.943093516823802	-0.30475	-0.29631	-0.27456	-0.35337	-0.34366	0.98303	0.07801	37.2243	-3.79445	-0.20430766243592	-0.21481	-0.17557	-0.16188	-0.22153	-0.24776	-0.69667	0.7801	-36.45924	-14.41475	-0.515956560084483	-0.49108	-0.49419	-0.46526	-0.57447	-0.55478	0.71538	0.31951	-7.89484	-30.38042
"stick"	5	-0.063901444140356	0.0139631170313805	-0.0586378846894767	1.08528080258865	-0.05878	-0.06282	-0.05681	-0.05608	-0.05871	0.98938	0.00794	110.33153	-6.54476	-0.0823398828302703	-0.08204	-0.08764	-0.08029	-0.07835	-0.08338	0.89889	0.0245	74.27848	-26.91718	-0.0709915777199337	-0.07098	-0.07585	-0.06896	-0.06774	-0.07143	0.97362	0.01252	95.777	-9.9665
"stick"	5	-0.146650400187355	0.185323761252221	-0.29887838272342	0.307329194676356	-0.3745	-0.25718	-0.47985	-0.30431	-0.07856	0.14726	0.22879	2.79267	-32.19317	-0.219889409822203	-0.22573	-0.16719	-0.36278	-0.23385	-0.10989	0.35715	0.19865	7.31334	-18.50916	-0.145785174924885	-0.15471	-0.10481	-0.23768	-0.14815	-0.08357	0.359	0.19836	7.35958	-25.65534
"stick"	5	-0.1120784736122	0.0233002059394494	-0.120533044413518	0.914933155243514	-0.11295	-0.1237	-0.12677	-0.11127	-0.12798	0.97755	0.0229	76.44114	-0.95167	-0.194111265049313	-0.18387	-0.20018	-0.20012	-0.18253	-0.20386	0.55548	0.10192	28.66905	-38.78052	-0.138124330294913	-0.12999	-0.14223	-0.14406	-0.12822	-0.14613	0.91611	0.04428	55.34851	-10.8838
"stick"	5	-0.292146205424797	0.080411953444127	-0.240465384667067	1.27637698853297	-0.22328	-0.26945	-0.24273	-0.24354	-0.22333	0.98248	0.07236	39.62912	-4.52994	-0.19981211699305	-0.16735	-0.24973	-0.20652	-0.21195	-0.1635	-0.80247	0.73396	-34.50862	-16.59437	-0.477698927880868	-0.44838	-0.5187	-0.48368	-0.48156	-0.45617	0.7848	0.25361	-0.50348	-37.60245
"stick"	5	-0.400438365666196	0.0748730159248225	-0.399640417567405	1.00070945811893	-0.42348	-0.39365	-0.37555	-0.39768	-0.40784	0.99503	0.06707	42.05928	-5.22698	-0.280762912594462	-0.31496	-0.38242	-0.34898	-0.30713	-0.05032	-0.84019	1.29036	-52.56351	-0.45097	-0.80517285420508	-0.83006	-0.79715	-0.77825	-0.80615	-0.81426	0.60943	0.59447	-27.76315	-83.26634
"stick"	5	-0.118496946140658	0.0970673055271618	-0.176667004990242	0.656910796937932	-0.1874	-0.21194	-0.16066	-0.16448	-0.15885	0.84602	0.07632	37.9228	-5.62312	-0.298373238092006	-0.31108	-0.3218	-0.27776	-0.30027	-0.28095	-0.48906	0.23735	1.61713	-7.85015	-0.161968002713442	-0.17114	-0.18717	-0.14659	-0.15668	-0.14825	0.73481	0.10016	29.22423	-1.80357
"stick"	5	-0.435717798839323	0.0715756092104129	-0.463790269825539	0.917852235533321	-0.46701	-0.47028	-0.45875	-0.46449	-0.45843	0.99621	0.06918	41.06505	-5.63938	-0.161923884179266	-0.31151	-0.05421	-0.18452	-0.21313	-0.04625	-1.36567	1.72812	-61.91119	-1.14447	-0.941666159899324	-0.94856	-0.95927	-0.92378	-0.93527	-0.94145	0.54719	0.75606	-35.45767	-95.03479
"stick"	5	-0.267888114519883	0.0309652878786437	-0.27127057991887	0.985357981665782	-0.26739	-0.26776	-0.26021	-0.28083	-0.28016	0.99654	0.02923	68.63409	-3.50014	-0.311420944442813	-0.2923	-0.40815	-0.27006	-0.17889	-0.40771	0.06866	0.47993	-20.91426	-6.27076	-0.434939411907493	-0.43415	-0.42827	-0.42034	-0.44613	-0.44581	0.77138	0.23778	1.55856	-71.94178
"stick"	5	-0.140280628192704	0.0588970321114175	-0.111556638269935	1.29304929149644	-0.12495	-0.11627	-0.11671	-0.11365	-0.0862	0.92372	0.05649	47.55027	-2.47013	-0.314786269063252	-0.34282	-0.32031	-0.33691	-0.32307	-0.25083	0.04934	0.19944	7.18649	-20.39418	-0.178241449999587	-0.19918	-0.18438	-0.18722	-0.18176	-0.13867	0.87121	0.07341	39.17027	-2.3511
"stick"	5	-0.241461240535136	0.100434445543215	-0.231147606478636	1.05147410434144	-0.22126	-0.23387	-0.24195	-0.23085	-0.2278	0.95829	0.08628	34.00068	-3.21698	-0.519528974622374	-0.59955	-0.57915	-0.59224	-0.39354	-0.43316	0.45223	0.31265	-7.20051	-3.3679	-0.368138867300094	-0.3524	-0.3689	-0.38663	-0.36806	-0.3647	0.79094	0.19315	8.21134	-8.42961
"stick"	5	-0.145508515811525	0.187313180358615	-0.294531539146394	0.485447254648842	-0.13977	-0.40854	-0.47245	-0.30249	-0.1494	0.49094	0.24046	1.1998	-12.5308	-0.363082450621229	-0.27224	-0.43927	-0.34308	-0.44087	-0.31994	-0.23398	0.37439	-12.96708	-9.23012	-0.209316213695148	-0.11627	-0.28669	-0.29714	-0.25245	-0.09402	0.38506	0.26429	-1.82347	-12.02041
"stick"	5	-0.327837976685259	0.156943223264534	-0.387138746097683	0.822477782828584	-0.43004	-0.33102	-0.38007	-0.4422	-0.35236	0.95086	0.16498	13.25534	-7.26675	-0.290544287032839	-0.32258	-0.37358	-0.13952	-0.33699	-0.28005	-0.42607	0.88877	-40.6327	-7.35158	-0.618785153779267	-0.66008	-0.58228	-0.62189	-0.66796	-0.56171	0.61868	0.45958	-19.52809	-11.99165
"stick"	5	-0.335687670391053	0.0269839599495754	-0.345796271970142	0.960049746126298	-0.34837	-0.3517	-0.34904	-0.34239	-0.33748	0.99904	0.02192	77.84901	-4.0834	-0.272790146230376	-0.26827	-0.27488	-0.28465	-0.26864	-0.26751	-0.57437	0.88698	-40.5681	-15.05041	-0.609159520586497	-0.61397	-0.61738	-0.6113	-0.60474	-0.59841	0.68794	0.39489	-14.67361	-122.78876
"stick"	5	-0.331574415694922	0.104216261242982	-0.327934780080356	1.03638364073807	-0.35184	-0.30239	-0.32813	-0.33279	-0.32452	0.98069	0.09678	30.32291	-7.096	-0.254652300794109	-0.2343	-0.25496	-0.30861	-0.27862	-0.19677	-0.67814	0.9023	-41.11605	-6.66239	-0.598937916788458	-0.63491	-0.55788	-0.59961	-0.61488	-0.58741	0.71543	0.37156	-12.72458	-27.71189
"stick"	5	-0.250414173537865	0.00462340656667948	-0.252694970974975	0.98738851462973	-0.25323	-0.25054	-0.25465	-0.2517	-0.25335	0.99987	0.00512	124.39043	-4.2369	-0.611351121588603	-0.61343	-0.60903	-0.61246	-0.6081	-0.61374	0.37807	0.35094	-10.89729	-15.16199	-0.392280419355847	-0.39318	-0.38966	-0.39454	-0.3909	-0.39313	0.80093	0.19855	7.32912	-173.59041
"stick"	5	-0.38933345079422	0.151981723960489	-0.369705268885999	1.08370566857901	-0.36661	-0.35463	-0.38008	-0.39533	-0.35188	0.97738	0.1369	19.22631	-3.73925	-0.147232606963238	-0.12537	-0.16279	-0.09579	-0.06417	-0.28804	-1.47854	1.43302	-55.91921	-1.7914	-0.766607687507126	-0.76811	-0.72916	-0.79739	-0.79764	-0.74073	0.64192	0.54469	-24.96474	-27.33804
"stick"	5	-0.111924169794656	0.0851961462176405	-0.464132010914708	0.1	-0.62033	-0.41797	-0.27168	-0.32968	-0.681	-0.22846	0.17654	11.08903	-24.36612	-0.185916419559862	-0.22896	-0.16151	-0.10241	-0.19365	-0.24306	0.62423	0.09764	30.04171	-1.88187	-0.129787232609994	-0.16651	-0.11236	-0.06869	-0.12414	-0.17724	0.79275	0.07251	39.56258	-6.63475
"stick"	5	-0.405151130643208	0.234470323717687	-0.426925816387973	0.901265603828046	-0.36968	-0.3893	-0.45293	-0.50328	-0.41944	0.9479	0.22155	3.82097	-9.0844	-0.293344570751781	-0.36821	-0.35979	-0.30513	-0.33299	-0.10061	-0.7186	1.27247	-52.11663	-3.72993	-0.797582969847782	-0.73964	-0.76787	-0.82142	-0.86411	-0.79487	0.57367	0.63377	-29.81177	-18.25247
"stick"	5	-0.263948038849048	0.248674339381978	-0.241613651825776	1.0998740753328	-0.25348	-0.18914	-0.28373	-0.30029	-0.18143	0.81866	0.22659	3.10179	-6.88047	-0.265295016626082	-0.20941	-0.23459	-0.36908	-0.44983	-0.06356	-0.03121	0.54033	-24.70763	-4.361	-0.416444999734641	-0.42417	-0.34173	-0.48387	-0.49781	-0.33465	0.64872	0.31536	-7.47704	-1.25219
"stick"	5	-0.420463087002281	0.0545761495595798	-0.4228017091249	0.99598594927443	-0.42061	-0.44561	-0.39961	-0.4192	-0.42897	0.99752	0.05179	50.33435	-8.08506	-0.286181634030444	-0.27861	-0.24356	-0.53587	-0.17455	-0.19831	-0.89613	1.43055	-55.86388	-0.98936	-0.878303374493003	-0.86153	-0.91464	-0.85382	-0.86884	-0.89269	0.58413	0.66996	-31.58871	-115.57623
"stick"	5	-0.147699194937013	0.131338529696222	-0.140602581854684	1.02738605751031	-0.16142	-0.12541	-0.1358	-0.1501	-0.13028	0.70661	0.1317	20.46639	-14.13645	-0.321850021139315	-0.32154	-0.22953	-0.34679	-0.35662	-0.35477	0.04061	0.23815	1.5096	-4.52169	-0.184389810793417	-0.20043	-0.1585	-0.18329	-0.1986	-0.18112	0.65918	0.14194	18.069	-9.69219
"stick"	5	-0.362659399304539	0.149559097655583	-0.377723450305263	0.915679182348978	-0.3795	-0.3595	-0.35322	-0.41573	-0.38067	0.96523	0.15354	15.55436	-1.57754	-0.309156439113867	-0.2438	-0.25878	-0.30016	-0.34798	-0.39506	-0.50725	1.0109	-44.75299	-5.33635	-0.686023829482706	-0.67982	-0.66364	-0.65953	-0.73894	-0.68819	0.57826	0.53474	-24.37457	-30.54189
"stick"	5	-0.299783202994149	0.169755723385606	-0.370989358286412	0.765369373240908	-0.30011	-0.39571	-0.33732	-0.43784	-0.38397	0.92997	0.1691	12.46563	-8.86599	-0.325919774195387	-0.41414	-0.33187	-0.25404	-0.44232	-0.18723	-0.09207	0.66776	-31.48374	-5.77869	-0.530338690146426	-0.4446	-0.5395	-0.48915	-0.60144	-0.577	0.64528	0.38057	-13.49153	-7.05413
"stick"	5	-0.371783563902136	0.0758277048589662	-0.369900842800009	1.01692691864036	-0.35533	-0.37546	-0.38303	-0.35421	-0.38148	0.99582	0.05505	48.38088	-2.98178	-0.425995510081343	-0.48196	-0.38454	-0.47998	-0.35664	-0.42686	-0.38431	1.00201	-44.47023	-2.79945	-0.724878810481147	-0.71025	-0.72854	-0.74895	-0.69683	-0.73982	0.63919	0.51155	-22.95641	-86.46661
"stick"	5	-0.28752886474831	0.0848001957056113	-0.216422762220968	1.44625265100268	-0.18835	-0.21505	-0.23153	-0.2169	-0.23027	0.9741	0.08633	33.97975	-1.20338	-0.2173622432215	-0.18595	-0.19574	-0.21145	-0.24299	-0.25068	-0.70957	0.70146	-33.05898	-12.94265	-0.468903134497509	-0.41696	-0.46479	-0.49997	-0.46811	-0.49469	0.80157	0.23898	1.39809	-23.59851
"stick"	5	-0.203823398391251	0.202933832944836	-0.269531066835431	0.767984142366423	-0.33566	-0.30479	-0.19453	-0.22075	-0.29193	0.7637	0.20002	7.09283	-20.52637	-0.391914106581722	-0.40645	-0.48018	-0.1566	-0.40954	-0.5068	0.49017	0.2938	-5.21068	-12.42815	-0.312795484312651	-0.38101	-0.38291	-0.22818	-0.25312	-0.31876	0.64425	0.24542	0.54678	-7.31616
"stick"	5	-0.256663417746313	0.133498122158926	-0.350728109588962	0.65346647982546	-0.29129	-0.36813	-0.37433	-0.33061	-0.38928	0.9498	0.11466	24.89914	-3.50128	-0.338856538657124	-0.34428	-0.24068	-0.34623	-0.35252	-0.41058	0.26342	0.4392	-18.07616	-7.30806	-0.426125872021759	-0.36712	-0.43966	-0.45276	-0.40381	-0.46728	0.64148	0.30641	-6.5557	-14.6127
"stick"	5	-0.483536699553952	0.224189202592243	-0.440471447338551	1.14784538039957	-0.44513	-0.43784	-0.45713	-0.45983	-0.40242	0.97813	0.19603	7.73783	-1.74114	-0.178642150966515	-0.12045	-0.17188	-0.08301	-0.29337	-0.22449	-1.41949	2.06206	-67.56457	-2.7392	-1.10030960495776	-1.09176	-1.09318	-1.11979	-1.15791	-1.03892	0.52233	0.91623	-41.60641	-37.11189
"stick"	5	-0.310037508921232	0.0336084658629261	-0.315593185430827	0.979964218665113	-0.31755	-0.32383	-0.30761	-0.30957	-0.31941	0.99687	0.03482	63.03143	-1.36762	-0.223066104085604	-0.22204	-0.23672	-0.21167	-0.215	-0.22991	-0.68091	0.80714	-37.54994	-18.94323	-0.540318377562195	-0.54146	-0.55242	-0.52915	-0.53105	-0.54751	0.72128	0.32867	-8.79958	-77.86009
"stick"	5	-0.0802193666575476	0.24621069902787	-0.0380152878103201	0.412909679862927	0.08998	-0.45383	-0.15178	0.15394	0.17161	-0.25408	0.32548	-8.48751	-22.23628	-0.0499007172600522	-0.03935	-0.25345	-0.09992	0.17299	-0.02978	0.07082	0.28016	-3.6899	-25.87631	-0.0337481866248422	-0.00827	-0.20015	-0.06734	0.09496	0.01207	0.00369	0.29011	-4.80597	-24.45144
"stick"	5	-0.2511466421769	0.102945965598337	-0.31283922697649	0.782580746916476	-0.2483	-0.30615	-0.35623	-0.36947	-0.28405	0.93578	0.12141	23.0693	-17.29735	-0.402858468901	-0.25966	-0.41275	-0.33592	-0.46218	-0.54379	0.40629	0.36913	-12.5149	-5.67023	-0.409764078357386	-0.36518	-0.40385	-0.44368	-0.45881	-0.37731	0.72804	0.24983	-0.02291	-6.60974
"stick"	5	-0.352359248243738	0.185499339946546	-0.390974854090044	0.919195662865175	-0.29695	-0.50265	-0.41382	-0.31817	-0.42328	0.88926	0.26521	-1.93473	-18.31802	-0.208473320554653	-0.20155	-0.15354	-0.31356	-0.24343	-0.13029	-0.88511	1.09422	-47.28723	-1.8611	-0.655200978339358	-0.54868	-0.75935	-0.70774	-0.56498	-0.69526	0.65688	0.46683	-20.02877	-4.31035
"stick"	5	-0.42498319267761	0.235002159606665	-0.493880056804755	0.855404458049847	-0.51232	-0.56748	-0.47311	-0.4442	-0.4723	0.96466	0.2159	4.64812	-11.13039	-0.114546981074353	-0.19755	-0.0217	-0.09294	-0.12775	-0.13279	-1.5798	1.84455	-63.99762	-3.77724	-0.947690898804889	-0.93858	-1.08569	-0.92513	-0.906	-0.88305	0.5504	0.77004	-36.04394	-23.88401
"stick"	5	-0.0984594460693188	0.0997495909687132	-0.0730852885110538	1.33100005261185	-0.11037	-0.0482	-0.03728	-0.0786	-0.09097	0.61004	0.10265	28.43879	-16.76835	-0.142318180597006	-0.19657	-0.10831	-0.08397	-0.14745	-0.17529	0.49372	0.11696	24.26227	-11.60567	-0.110542946447177	-0.16215	-0.07696	-0.05912	-0.11782	-0.13666	0.59838	0.10418	27.96733	-14.39332
"stick"	5	-0.442437418480404	0.0339578405255452	-0.465677521591487	0.926157592929045	-0.4611	-0.47333	-0.44944	-0.46989	-0.47462	0.99912	0.03381	63.97894	-6.80836	-0.0626602134644969	-0.0672	-0.06163	-0.05384	-0.06378	-0.06685	-1.9684	1.96423	-66.00929	-1.0445	-0.957840984187324	-0.9459	-0.97115	-0.93763	-0.9642	-0.97033	0.54284	0.77084	-36.07727	-146.85917
"stick"	5	-0.106193279137369	0.00106118846451864	-0.1072838315459	0.989115411909455	-0.10692	-0.1076	-0.10712	-0.1075	-0.10728	0.99993	0.00118	171.24	-2.01588	-0.175319499802796	-0.17479	-0.1757	-0.17519	-0.17567	-0.17525	0.66691	0.08145	35.84084	-120.18428	-0.129316441538089	-0.12888	-0.12966	-0.12917	-0.12957	-0.1293	0.95194	0.03094	66.817	-147.91008
"stick"	5	-0.418008647614624	0.133690122980624	-0.376583825875463	1.14564414677584	-0.36876	-0.38429	-0.41512	-0.34624	-0.36852	0.98635	0.11514	24.76543	-4.54661	-0.248670686712673	-0.05022	-0.27896	-0.3254	-0.1883	-0.40047	-1.06451	1.41593	-55.53509	-0.74212	-0.836066770503744	-0.82413	-0.83434	-0.89331	-0.79034	-0.83822	0.63283	0.59712	-27.90591	-45.18684
"stick"	5	-0.392824456572998	0.247602917137556	-0.346627484150822	1.25387841860645	-0.46342	-0.37886	-0.36046	-0.24774	-0.28266	0.95003	0.208	5.84099	-10.98977	-0.12177874649068	-0.05453	-0.16492	-0.10502	-0.18818	-0.09624	-1.74698	1.54213	-58.26734	-6.62424	-0.774603191129762	-0.99684	-0.79006	-0.81736	-0.60838	-0.66037	0.6991	0.5104	-22.88382	-12.6361
"stick"	5	-0.109695883584209	0.206433749874122	-0.214041256656452	0.206835134916027	-0.46725	-0.18957	0.03959	-0.22385	-0.22913	-0.25344	0.20269	6.66812	-26.33209	-0.0922534871891683	-0.1228	-0.10561	0.04884	-0.11516	-0.16654	0.1632	0.16561	13.13322	-30.41632	-0.0731510225169225	-0.11861	-0.07761	0.02135	-0.07664	-0.11425	0.08675	0.17301	11.73444	-27.10065
"stick"	5	-0.287271595641505	0.074332095857244	-0.290306597987965	0.978031507347706	-0.3047	-0.26899	-0.29482	-0.2803	-0.30271	0.98891	0.05777	46.83331	-4.55502	-0.193861286025696	-0.2011	-0.18646	-0.20825	-0.16574	-0.20775	-0.69813	0.71477	-33.66072	-12.53855	-0.475909721556618	-0.49855	-0.4462	-0.47712	-0.46886	-0.48882	0.74617	0.27634	-3.25051	-41.65041
"stick"	5	-0.279817160742823	0.19380131008802	-0.210636593187672	1.45529415867296	-0.22438	-0.1917	-0.20661	-0.19243	-0.23805	0.85196	0.21266	5.13164	-8.95986	-0.256999059038553	-0.08806	-0.16325	-0.24228	-0.32986	-0.46154	-0.31579	0.634	-29.82344	-5.80816	-0.450122563141493	-0.51691	-0.41549	-0.43115	-0.41359	-0.47347	0.71514	0.29499	-5.34007	-3.88299
"stick"	5	-0.452733994659502	0.0378515377524309	-0.457994069017031	0.978333252526268	-0.47166	-0.45648	-0.45758	-0.45055	-0.45371	0.99933	0.03049	67.28535	-2.95163	-0.0671014021296984	-0.0732	-0.06964	-0.06928	-0.06154	-0.06185	-1.95401	2.02582	-66.99721	-0.19549	-0.988597142988637	-1.00793	-0.98287	-0.98885	-0.98053	-0.98281	0.54268	0.79709	-37.14877	-152.73479
"stick"	5	-0.121109752368648	0.00237230933271348	-0.122734884507993	0.984967099573664	-0.12319	-0.12259	-0.12283	-0.12207	-0.123	0.99983	0.00215	152.09371	-3.5103	-0.222230337378776	-0.22301	-0.22156	-0.22283	-0.22123	-0.22253	0.50848	0.11637	24.42464	-103.0581	-0.151449800092745	-0.15198	-0.15116	-0.15171	-0.15066	-0.15174	0.93913	0.04095	57.84567	-126.59047
"stick"	5	-0.361142051662318	0.230972863559145	-0.346465704456649	1.05740632886468	-0.22286	-0.32675	-0.37807	-0.40332	-0.40133	0.92536	0.2327	2.25057	-4.21237	-0.244442345217082	-0.22743	-0.15271	-0.283	-0.3156	-0.24347	-0.76768	1.13238	-48.38433	-6.02462	-0.692236177899006	-0.49419	-0.69501	-0.75408	-0.772	-0.7459	0.58687	0.54743	-25.1256	-19.10899
"stick"	5	-0.366830240190029	0.20428574323887	-0.424763146874607	0.822853782810958	-0.41136	-0.41835	-0.42708	-0.37604	-0.49099	0.95907	0.17151	12.01416	-10.59726	-0.364550340587406	-0.31501	-0.29021	-0.42417	-0.34651	-0.44685	-0.38804	0.99875	-44.36594	-3.47697	-0.709808648392148	-0.75065	-0.72073	-0.6841	-0.61738	-0.77618	0.60303	0.53411	-24.33725	-20.9904
"stick"	5	-0.0775746490573511	0.0460482349735685	-0.130581569293542	0.562236785561249	-0.13157	-0.10559	-0.14341	-0.14683	-0.12551	0.82395	0.04762	53.02049	-9.63589	-0.112008402462242	-0.11387	-0.09305	-0.12201	-0.1232	-0.10791	0.65207	0.06694	42.12042	-3.2836	-0.0925499225539201	-0.0937	-0.0763	-0.10112	-0.10277	-0.08885	0.77501	0.05383	49.09603	-5.53135
"stick"	5	-0.444379062252119	0.143096035229973	-0.375001628574944	1.30065761631646	-0.3533	-0.35129	-0.39164	-0.43404	-0.34475	0.98731	0.12635	21.79286	-4.60821	-0.0927235119309351	-0.07583	-0.06111	-0.12296	-0.14937	-0.05434	-2.00865	1.94528	-65.6991	-0.24557	-0.949634411193756	-0.90143	-0.92178	-0.96779	-1.05708	-0.9001	0.62142	0.69004	-32.53408	-56.55383
"stick"	5	-0.233312874473631	0.248856181278825	-0.185202514888026	1.40803101268212	-0.1889	-0.08022	-0.27964	-0.22509	-0.15217	0.59519	0.31326	-7.2631	-17.5122	-0.224004915175053	-0.10844	-0.09732	-0.47256	-0.2356	-0.2061	0.1712	0.44824	-18.72831	-6.95607	-0.34624423941993	-0.33736	-0.22627	-0.47884	-0.39395	-0.29481	0.50835	0.34523	-10.37291	-10.8861
"stick"	5	-0.11567071727477	0.0707914668601006	-0.200339894407671	0.529279990343918	-0.22714	-0.17596	-0.24342	-0.1819	-0.17328	0.85015	0.07018	40.60659	-13.00449	-0.215407293336675	-0.23439	-0.21237	-0.23407	-0.20146	-0.19474	0.35151	0.146	17.16592	-4.22483	-0.148905320690676	-0.16613	-0.13969	-0.17201	-0.13608	-0.13062	0.75452	0.08983	32.70895	-3.61653
"stick"	5	-0.320995899953414	0.140516582585406	-0.320342389669953	0.972299032886223	-0.31513	-0.29609	-0.31613	-0.3623	-0.31207	0.95943	0.13095	20.64916	-3.04178	-0.257564974353097	-0.30766	-0.31865	-0.32338	-0.15668	-0.18145	-0.49816	0.79571	-37.09335	-11.28593	-0.552032631857774	-0.54355	-0.51187	-0.56015	-0.60719	-0.53741	0.67599	0.37005	-12.59391	-16.19195
"stick"	5	-0.226275596313644	0.00331317156087607	-0.228581409734188	0.986553249258686	-0.22899	-0.22799	-0.22732	-0.23087	-0.22773	0.99996	0.00254	146.80503	-2.12706	-0.4178310846714	-0.41809	-0.41693	-0.41555	-0.42157	-0.41701	0.57792	0.24927	0.04898	-3.89828	-0.34037906511513	-0.34104	-0.33956	-0.33862	-0.34337	-0.33931	0.82863	0.15883	14.47113	-211.73948
"stick"	5	-0.379741298034787	0.1151295483578	-0.325063234233245	1.23155930642568	-0.3111	-0.34952	-0.2869	-0.33146	-0.34633	0.98292	0.10958	26.34917	-4.58585	-0.33391482739316	-0.28706	-0.36526	-0.34632	-0.2887	-0.38224	-0.66963	1.08337	-46.96836	-1.35384	-0.718075255285747	-0.68657	-0.74974	-0.65852	-0.73961	-0.75594	0.68026	0.4741	-20.523	-46.06146
"stick"	5	-0.281075137516018	0.15044255531393	-0.279015410543946	1.02804588717256	-0.31484	-0.24105	-0.25142	-0.27623	-0.31154	0.88617	0.18246	10.03253	-15.7161	-0.307827807369349	-0.18005	-0.23306	-0.42856	-0.4696	-0.22786	-0.00856	0.54312	-24.8727	-5.40436	-0.449734746007133	-0.48364	-0.43549	-0.42359	-0.42504	-0.48091	0.72688	0.28263	-3.97078	-3.21425
